試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数
181,,,1994.10.08,1994国際親善サッカー,現代自動車(韓国),新潟市陸上競技場,I,H,○ 2 - 1,2,1,"9,539人"
182,93,71,1994.10.19,1994JリーグNICOSシリーズ 第13節,ジェフユナイテッド市原,東平尾公園博多の森陸上競技場,L,H,○ 3 - 2,3,2,"10,915人"
183,94,72,1994.10.22,1994JリーグNICOSシリーズ 第14節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 0 - 1,0,1,"15,903人"
184,,,1994.10.23,1994Jサテライトリーグ 第23節,ベルマーレ平塚,太田市運動公園陸上競技場,S,A,● 1 - 4,1,4,"1,820人"
185,95,73,1994.10.26,1994JリーグNICOSシリーズ 第15節,名古屋グランパスエイト,埼玉県営大宮公園サッカー場,L,H,○ 1 - 1 (PK 4 - 3),1,1,"9,885人"
186,96,74,1994.10.29,1994JリーグNICOSシリーズ 第16節,ガンバ大阪,万博記念競技場,L,A,● 1 - 4,1,4,"18,318人"
187,,,1994.10.30,1994Jサテライトリーグ 第24節,セレッソ大阪,埼玉県営大宮公園サッカー場,S,H,● 1 - 2,1,2,"3,687人"
188,97,75,1994.11.02,1994JリーグNICOSシリーズ 第17節,横浜フリューゲルス,埼玉県営大宮公園サッカー場,L,H,○ 3 - 1,3,1,"9,901人"
189,98,76,1994.11.05,1994JリーグNICOSシリーズ 第18節,ジュビロ磐田,神戸総合運動公園ユニバー記念競技場,L,H,○ 2 - 0,2,0,"23,195人"
190,,,1994.11.06,1994Jサテライトリーグ 第25節,ヴェルディ川崎,西が丘サッカー場,S,A,● 2 - 3,2,3,"2,845人"
191,99,77,1994.11.09,1994JリーグNICOSシリーズ 第19節,ベルマーレ平塚,平塚競技場,L,A,● 0 - 2,0,2,"15,013人"
192,100,78,1994.11.12,1994JリーグNICOSシリーズ 第20節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,L,H,● 2 - 4,2,4,"9,962人"
193,,,1994.11.13,1994Jサテライトリーグ 第26節,ジェフユナイテッド市原,鴻巣市立陸上競技場,S,H,○ 2 - 1,2,1,"2,924人"
194,101,79,1994.11.16,1994JリーグNICOSシリーズ 第21節,ヴェルディ川崎,国立競技場,L,A,● 1 - 2,1,2,"52,480人"
195,102,80,1994.11.19,1994JリーグNICOSシリーズ 第22節,横浜マリノス,富山県総合運動公園陸上競技場,L,H,● 3 - 6,3,6,"22,838人"
196,103,,1994.12.04,第74回天皇杯全日本サッカー選手権大会 1回戦,専修大学,埼玉県営大宮公園サッカー場,E,N,○ 3 - 1,3,1,"11,551人"
197,104,,1994.12.11,第74回天皇杯全日本サッカー選手権大会 2回戦,横浜フリューゲルス,平塚競技場,E,N,○ 2 - 0,2,0,"15,180人"
198,105,,1994.12.18,第74回天皇杯全日本サッカー選手権大会 準々決勝,セレッソ大阪,東平尾公園博多の森陸上競技場,E,N,● 0 - 1,0,1,"23,233人"
199,,,1995.02.15,ポルトガル遠征,エステレーラ・ダ・アマドーラ(ポルトガル),アマドーラ,I,A,● 1 - 2,1,2,500人
200,,,1995.02.21,ポルトガル遠征,ポルトガルU-20代表,リスボン,I,A,△ 0 - 0,0,0,200人
201,,,1995.02.23,ポルトガル遠征,エストリル・プライア(ポルトガル),エストリル,I,A,● 0 - 2,0,2,100人
202,,,1995.02.28,ポルトガル遠征,スポルティング(ポルトガル),リスボン,I,A,● 1 - 3,1,3,"6,000人"
203,,,1995.03.12,1995国際親善サッカー,ウズベキスタン代表,沖縄県総合運動公園陸上競技場,I,H,○ 3 - 0,3,0,"6,831人"
204,106,81,1995.03.18,1995Jリーグサントリーシリーズ 第1節,横浜フリューゲルス,横浜市三ツ沢公園球技場,L,A,● 0 - 1,0,1,"12,236人"
205,107,82,1995.03.22,1995Jリーグサントリーシリーズ 第2節,ジェフユナイテッド市原,埼玉県営大宮公園サッカー場,L,H,○ 1 - 0,1,0,"9,704人"
206,108,83,1995.03.25,1995Jリーグサントリーシリーズ 第3節,ガンバ大阪,万博記念競技場,L,A,● 0 - 2,0,2,"13,356人"
207,109,84,1995.03.29,1995Jリーグサントリーシリーズ 第4節,名古屋グランパスエイト,国立競技場,L,H,● 0 - 0 (PK 9 - 10),0,0,"44,464人"
208,110,85,1995.04.01,1995Jリーグサントリーシリーズ 第5節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 0 - 2,0,2,"17,621人"
209,,,1995.04.02,1995Jサテライトリーグ 第1節,京都パープルサンガ,京都府立山城総合運動公園陸上競技場,S,A,○ 2 - 0,2,0,"1,165人"
210,111,86,1995.04.05,1995Jリーグサントリーシリーズ 第6節,ベルマーレ平塚,埼玉県営大宮公園サッカー場,L,H,● 0 - 1,0,1,"9,630人"
211,112,87,1995.04.08,1995Jリーグサントリーシリーズ 第7節,セレッソ大阪,大阪長居第2陸上競技場,L,A,○ 1 - 0,1,0,"11,763人"
212,,,1995.04.09,1995Jサテライトリーグ 第2節,清水エスパルス,鴻巣市立陸上競技場,S,H,○ 2 - 2 (PK 10 - 9),2,2,"2,006人"
213,113,88,1995.04.12,1995Jリーグサントリーシリーズ 第8節,横浜マリノス,国立競技場,L,A,○ 3 - 2,3,2,"48,710人"
214,114,89,1995.04.15,1995Jリーグサントリーシリーズ 第9節,柏レイソル,埼玉県営大宮公園サッカー場,L,H,○ 4 - 0,4,0,"9,759人"
215,,,1995.04.16,1995Jサテライトリーグ 第3節,福岡ブルックス,平和台陸上競技場,S,A,● 0 - 1,0,1,"1,806人"
216,115,90,1995.04.22,1995Jリーグサントリーシリーズ 第10節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 1 - 1 (PK 2 - 4),1,1,"12,387人"
217,116,91,1995.04.26,1995Jリーグサントリーシリーズ 第11節,清水エスパルス,埼玉県営大宮公園サッカー場,L,H,● 2 - 3,2,3,"9,739人"
218,117,92,1995.04.29,1995Jリーグサントリーシリーズ 第12節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,"15,962人"
219,,,1995.04.30,1995Jサテライトリーグ 第5節,横浜マリノス,鴻巣市立陸上競技場,S,H,○ 4 - 3,4,3,"2,663人"
220,118,93,1995.05.03,1995Jリーグサントリーシリーズ 第13節,ヴェルディ川崎,国立競技場,L,H,○ 2 - 2 (PK 4 - 3),2,2,"56,652人"
221,119,94,1995.05.06,1995Jリーグサントリーシリーズ 第14節,ジェフユナイテッド市原,国立競技場,L,A,○ 1 - 0,1,0,"52,149人"
222,,,1995.05.07,1995Jサテライトリーグ 第6節,柏レイソル,松戸市運動公園陸上競技場,S,A,○ 4 - 1,4,1,"1,082人"
223,120,95,1995.05.10,1995Jリーグサントリーシリーズ 第15節,ガンバ大阪,埼玉県営大宮公園サッカー場,L,H,○ 4 - 2,4,2,"9,589人"
224,121,96,1995.05.13,1995Jリーグサントリーシリーズ 第16節,名古屋グランパスエイト,国立競技場,L,A,● 2 - 2 (PK 6 - 7),2,2,"36,770人"
225,,,1995.05.14,1995Jサテライトリーグ 第7節,セレッソ大阪,鴻巣市立陸上競技場,S,H,○ 1 - 1 (PK 5 - 4),1,1,"2,398人"
226,122,97,1995.06.17,1995Jリーグサントリーシリーズ 第17節,ジュビロ磐田,新潟市陸上競技場,L,H,○ 2 - 1,2,1,"14,122人"
227,,,1995.06.18,1995Jサテライトリーグ 第8節,ヴェルディ川崎,三重県営鈴鹿スポーツガーデン,S,A,● 0 - 1,0,1,"4,380人"
228,123,98,1995.06.21,1995Jリーグサントリーシリーズ 第18節,ベルマーレ平塚,平塚競技場,L,A,● 1 - 3,1,3,"13,673人"
229,124,99,1995.06.24,1995Jリーグサントリーシリーズ 第19節,セレッソ大阪,埼玉県営大宮公園サッカー場,L,H,○ 2 - 0,2,0,"9,912人"
230,,,1995.06.25,1995Jサテライトリーグ 第9節,ヴィッセル神戸,埼玉県営大宮公園サッカー場,S,H,○ 6 - 1,6,1,"2,562人"
231,125,100,1995.06.28,1995Jリーグサントリーシリーズ 第20節,横浜マリノス,埼玉県営大宮公園サッカー場,L,H,○ 2 - 1,2,1,"9,924人"
232,126,101,1995.07.01,1995Jリーグサントリーシリーズ 第21節,柏レイソル,日立柏サッカー場,L,A,○ 2 - 1,2,1,"12,329人"
233,,,1995.07.02,1995Jサテライトリーグ 第10節,名古屋グランパスエイト,大垣市浅中公園総合グラウンド陸上競技場,S,A,○ 2 - 0,2,0,"1,872人"
234,127,102,1995.07.08,1995Jリーグサントリーシリーズ 第22節,サンフレッチェ広島,埼玉県営大宮公園サッカー場,L,H,○ 3 - 2,3,2,"9,168人"
235,,,1995.07.09,1995Jサテライトリーグ 第11節,ジュビロ磐田,埼玉県営大宮公園サッカー場,S,H,○ 2 - 1,2,1,"3,655人"
236,128,103,1995.07.12,1995Jリーグサントリーシリーズ 第23節,清水エスパルス,日本平運動公園球技場,L,A,○ 3 - 2,3,2,"18,643人"
237,129,104,1995.07.15,1995Jリーグサントリーシリーズ 第24節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,L,H,○ 2 - 1,2,1,"10,019人"
238,,,1995.07.16,1995Jサテライトリーグ 第12節,サンフレッチェ広島,防府市陸上競技場,S,A,● 1 - 2,1,2,780人
239,130,105,1995.07.19,1995Jリーグサントリーシリーズ 第25節,ヴェルディ川崎,等々力陸上競技場,L,A,● 1 - 2,1,2,"12,761人"
240,131,106,1995.07.22,1995Jリーグサントリーシリーズ 第26節,横浜フリューゲルス,埼玉県営大宮公園サッカー場,L,H,○ 2 - 2 (PK 5 - 3),2,2,"10,354人"
241,,,1995.07.23,1995Jサテライトリーグ 第13節,鹿島アントラーズ,埼玉県営大宮公園サッカー場,S,H,● 0 - 1,0,1,"5,415人"
242,,,1995.08.01,1995国際招待サッカー,フラメンゴ(ブラジル),埼玉県営大宮公園サッカー場,I,H,● 1 - 3,1,3,"9,183人"
243,132,107,1995.08.12,1995JリーグNICOSシリーズ 第1節,横浜フリューゲルス,長崎県立総合運動公園陸上競技場,L,A,○ 6 - 0,6,0,"11,954人"
244,133,108,1995.08.16,1995JリーグNICOSシリーズ 第2節,清水エスパルス,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"21,559人"
245,134,109,1995.08.19,1995JリーグNICOSシリーズ 第3節,セレッソ大阪,大阪長居第2陸上競技場,L,A,○ 1 - 0,1,0,"12,091人"
246,135,110,1995.08.23,1995JリーグNICOSシリーズ 第4節,柏レイソル,国立競技場,L,H,● 0 - 2,0,2,"51,580人"
247,136,111,1995.08.26,1995JリーグNICOSシリーズ 第5節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 1 - 0,1,0,"14,545人"
248,,,1995.08.27,1995Jサテライトリーグ 第14節,横浜フリューゲルス,釧路市民陸上競技場,S,A,● 2 - 3,2,3,"3,595人"
249,137,112,1995.09.02,1995JリーグNICOSシリーズ 第6節,ガンバ大阪,万博記念競技場,L,A,○ 4 - 1,4,1,"15,181人"
250,,,1995.09.03,1995Jサテライトリーグ 第15節,ジェフユナイテッド市原,川越運動公園陸上競技場,S,H,○ 4 - 1,4,1,"2,745人"
251,138,113,1995.09.06,1995JリーグNICOSシリーズ 第7節,ベルマーレ平塚,浦和市駒場スタジアム,L,H,○ 3 - 2,3,2,"20,417人"
252,139,114,1995.09.09,1995JリーグNICOSシリーズ 第8節,ジュビロ磐田,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"22,150人"
253,,,1995.09.10,1995Jサテライトリーグ 第16節,ガンバ大阪,神戸市立中央球技場,S,A,○ 2 - 1,2,1,401人
254,140,115,1995.09.13,1995JリーグNICOSシリーズ 第9節,横浜マリノス,横浜市三ツ沢公園球技場,L,A,● 1 - 3,1,3,"13,205人"
255,141,116,1995.09.16,1995JリーグNICOSシリーズ 第10節,ジェフユナイテッド市原,新潟市陸上競技場,L,A,● 0 - 1,0,1,"14,543人"
256,142,117,1995.09.23,1995JリーグNICOSシリーズ 第11節,名古屋グランパスエイト,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,"21,101人"
257,,,1995.09.24,1995Jサテライトリーグ 第17節,ベルマーレ平塚,浦和市駒場スタジアム,S,H,○ 3 - 0,3,0,"3,658人"
258,143,118,1995.09.27,1995JリーグNICOSシリーズ 第12節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 2,0,2,"15,819人"
259,144,119,1995.09.30,1995JリーグNICOSシリーズ 第13節,ヴェルディ川崎,浦和市駒場スタジアム,L,H,● 0 - 2,0,2,"20,938人"
260,,,1995.10.01,1995Jサテライトリーグ 第1節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,S,A,● 1 - 4,1,4,"1,291人"
261,145,120,1995.10.04,1995JリーグNICOSシリーズ 第14節,清水エスパルス,日本平運動公園球技場,L,A,● 1 - 2,1,2,"17,934人"
262,146,121,1995.10.07,1995JリーグNICOSシリーズ 第15節,セレッソ大阪,浦和市駒場スタジアム,L,H,● 1 - 3,1,3,"19,044人"
263,,,1995.10.08,1995Jサテライトリーグ 第2節,柏レイソル,浦和市駒場スタジアム,S,H,● 2 - 2 (PK 2 - 4),2,2,943人
264,147,122,1995.10.14,1995JリーグNICOSシリーズ 第16節,柏レイソル,日立柏サッカー場,L,A,○ 5 - 2,5,2,"13,061人"
265,,,1995.10.15,1995Jサテライトリーグ 第3節,ジェフユナイテッド市原,市原臨海競技場,S,A,● 0 - 2,0,2,508人
266,148,123,1995.10.18,1995JリーグNICOSシリーズ 第17節,サンフレッチェ広島,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"19,878人"
267,149,124,1995.10.21,1995JリーグNICOSシリーズ 第18節,ガンバ大阪,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,"19,712人"
268,150,125,1995.11.01,1995JリーグNICOSシリーズ 第19節,ベルマーレ平塚,国立競技場,L,A,○ 3 - 2,3,2,"42,191人"
269,151,126,1995.11.04,1995JリーグNICOSシリーズ 第20節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 1 - 2,1,2,"15,758人"
270,152,127,1995.11.08,1995JリーグNICOSシリーズ 第21節,横浜マリノス,浦和市駒場スタジアム,L,H,○ 2 - 2 (PK 5 - 4),2,2,"19,455人"
271,153,128,1995.11.11,1995JリーグNICOSシリーズ 第22節,ジェフユナイテッド市原,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"19,433人"
272,154,129,1995.11.15,1995JリーグNICOSシリーズ 第23節,名古屋グランパスエイト,名古屋市瑞穂陸上競技場,L,A,○ 4 - 2,4,2,"21,579人"
273,155,130,1995.11.18,1995JリーグNICOSシリーズ 第24節,鹿島アントラーズ,浦和市駒場スタジアム,L,H,● 0 - 2,0,2,"19,660人"
274,156,131,1995.11.22,1995JリーグNICOSシリーズ 第25節,ヴェルディ川崎,等々力陸上競技場,L,A,○ 2 - 0,2,0,"20,392人"
275,157,132,1995.11.25,1995JリーグNICOSシリーズ 第26節,横浜フリューゲルス,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"20,591人"
276,158,,1995.12.03,第75回天皇杯全日本サッカー選手権大会 1回戦,札幌大学,浦和市駒場スタジアム,E,N,○ 2 - 0,2,0,"18,999人"
277,159,,1995.12.10,第75回天皇杯全日本サッカー選手権大会 2回戦,柏レイソル,栃木県グリーンスタジアム,E,N,○ 1 - 0,1,0,"14,342人"
278,160,,1995.12.17,第75回天皇杯全日本サッカー選手権大会 準々決勝,ガンバ大阪,万博記念競技場,E,N,● 1 - 2,1,2,"7,326人"
279,,,1996.02.21,オーストラリア遠征,アデレード・シティ(オーストラリア),ハインドマーシュ・スタジアム,I,A,● 2 - 4,2,4,"1,000人"
280,,,1996.02.24,オーストラリア遠征,南オーストラリア州選抜,キャンベルタウンシティ,I,A,○ 6 - 3,6,3,200人
281,,,1996.02.27,オーストラリア遠征,ウェスト・アデレード(オーストラリア),ハインドマーシュ・スタジアム,I,A,○ 1 - 0,1,0,700人
282,,,1996.02.29,オーストラリア遠征,パラマッタ・イーグルス(オーストラリア),シドニー,I,A,● 0 - 1,0,1,100人
283,,,1996.03.10,1996さいしん国際親善サッカー,ペニャロール(ウルグアイ),浦和市駒場スタジアム,I,H,△ 1 - 1,1,1,"16,650人"
284,161,133,1996.03.16,1996Jリーグ 第1節,柏レイソル,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"20,124人"
285,162,134,1996.03.20,1996Jリーグ 第2節,アビスパ福岡,東平尾公園博多の森球技場,L,A,○ 2 - 1,2,1,"17,323人"
286,163,135,1996.03.23,1996Jリーグ 第3節,横浜マリノス,国立競技場,L,H,○ 2 - 0,2,0,"49,094人"
287,164,136,1996.03.30,1996Jリーグ 第4節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,○ 1 - 1 (PK 4 - 3),1,1,"12,730人"
288,165,137,1996.04.03,1996Jリーグ 第5節,ガンバ大阪,浦和市駒場スタジアム,L,H,○ 4 - 1,4,1,"20,614人"
289,166,138,1996.04.06,1996Jリーグ 第6節,名古屋グランパスエイト,浦和市駒場スタジアム,L,H,● 0 - 2,0,2,"19,608人"
290,,,1996.04.07,1996Jサテライトリーグ 第1節,ブランメル仙台,熊谷運動公園陸上競技場,S,H,○ 3 - 1,3,1,913人
291,167,139,1996.04.13,1996Jリーグ 第7節,ヴェルディ川崎,国立競技場,L,A,● 0 - 2,0,2,"45,555人"
292,,,1996.04.14,1996Jサテライトリーグ 第2節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,S,A,● 1 - 3,1,3,"2,658人"
293,168,140,1996.04.17,1996Jリーグ 第8節,ジェフユナイテッド市原,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,"19,366人"
294,169,141,1996.04.20,1996Jリーグ 第9節,鹿島アントラーズ,秋田市営八橋陸上競技場,L,A,● 0 - 1,0,1,"10,643人"
295,,,1996.04.21,1996Jサテライトリーグ 第3節,ジェフユナイテッド市原,熊谷運動公園陸上競技場,S,H,○ 2 - 1,2,1,"1,262人"
296,170,142,1996.04.27,1996Jリーグ 第10節,横浜フリューゲルス,横浜市三ツ沢公園球技場,L,A,○ 4 - 1,4,1,"14,692人"
297,,,1996.04.28,1996Jサテライトリーグ 第4節,柏レイソル,吉見町ふれあい広場陸上競技場,S,H,● 1 - 2,1,2,"3,631人"
298,171,143,1996.05.01,1996Jリーグ 第11節,セレッソ大阪,浦和市駒場スタジアム,L,H,● 0 - 0 (PK 4 - 5),0,0,"17,789人"
299,172,144,1996.05.04,1996Jリーグ 第12節,清水エスパルス,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,"19,213人"
300,,,1996.05.05,1996Jサテライトリーグ 第5節,ヴェルディ川崎,栃木県グリーンスタジアム,S,A,○ 3 - 2,3,2,"4,219人"
301,173,145,1996.05.11,1996Jリーグ 第13節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 3 - 1,3,1,"9,681人"
302,,,1996.05.12,1996Jサテライトリーグ 第6節,鹿島アントラーズ,浦和市駒場スタジアム,S,H,○ 3 - 0,3,0,"4,019人"
303,174,146,1996.05.15,1996Jリーグ 第14節,京都パープルサンガ,国立競技場,L,H,○ 1 - 0,1,0,"50,974人"
304,175,147,1996.05.18,1996Jリーグ 第15節,ベルマーレ平塚,新潟市陸上競技場,L,A,● 3 - 5,3,5,"12,337人"
