試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数,date,year,month,day,weekday,result,延期or中止
519,335,,2000.04.19,2000Jリーグヤマザキナビスコカップ 1回戦 第2戦,川崎フロンターレ,浦和市駒場スタジアム,LC,H,○ 2 - 1,2,1,10763,2000-04-19,2000,4,19,水,W,False
520,336,,2000.04.23,2000Jリーグ ディビジョン2 第8節,ベガルタ仙台,仙台スタジアム,L,A,○ 3 - 2,3,2,18706,2000-04-23,2000,4,23,日,W,False
521,337,,2000.05.03,2000Jリーグ ディビジョン2 第10節,大分トリニータ,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,19132,2000-05-03,2000,5,3,水,W,False
522,338,,2000.05.07,2000Jリーグ ディビジョン2 第11節,モンテディオ山形,山形県総合運動公園陸上競技場,L,A,● 0 - 1,0,1,11671,2000-05-07,2000,5,7,日,L,False
523,339,,2000.05.14,2000Jリーグ ディビジョン2 第12節,水戸ホーリーホック,日立市民運動公園陸上競技場,L,A,○ 2 - 1,2,1,6155,2000-05-14,2000,5,14,日,W,False
524,340,,2000.05.18,2000Jリーグ ディビジョン2 第13節,湘南ベルマーレ,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,15671,2000-05-18,2000,5,18,木,W,False
525,341,,2000.05.22,2000Jリーグ ディビジョン2 第14節,大宮アルディージャ,埼玉県営大宮公園サッカー場,L,A,○ 6 - 0,6,0,7147,2000-05-22,2000,5,22,月,W,False
526,342,,2000.05.27,2000Jリーグ ディビジョン2 第15節,サガン鳥栖,浦和市駒場スタジアム,L,H,○ 3 - 1,3,1,16735,2000-05-27,2000,5,27,土,W,False
527,343,,2000.06.01,2000Jリーグ ディビジョン2 第16節,ヴァンフォーレ甲府,山梨県小瀬スポーツ公園陸上競技場,L,A,○ 3 - 0,3,0,6005,2000-06-01,2000,6,1,木,W,False
528,344,,2000.06.04,2000Jリーグ ディビジョン2 第17節,コンサドーレ札幌,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,19222,2000-06-04,2000,6,4,日,L,False
529,345,,2000.06.10,2000Jリーグ ディビジョン2 第18節,アルビレックス新潟,新潟市陸上競技場,L,A,● 1 - 6,1,6,11662,2000-06-10,2000,6,10,土,L,False
530,346,,2000.06.17,2000Jリーグ ディビジョン2 第19節,ベガルタ仙台,浦和市駒場スタジアム,L,H,○ 4 - 2,4,2,15561,2000-06-17,2000,6,17,土,W,False
531,347,,2000.06.24,2000Jリーグ ディビジョン2 第21節,大分トリニータ,大分市営陸上競技場,L,A,△ 1 - 1,1,1,9841,2000-06-24,2000,6,24,土,D,False
532,348,,2000.07.01,2000Jリーグ ディビジョン2 第22節,モンテディオ山形,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,17176,2000-07-01,2000,7,1,土,W,False
533,349,,2000.07.09,2000Jリーグ ディビジョン2 第23節,サガン鳥栖,鳥栖スタジアム,L,A,● 0 - 2,0,2,10177,2000-07-09,2000,7,9,日,L,False
534,350,,2000.07.16,2000Jリーグ ディビジョン2 第6節,コンサドーレ札幌,室蘭市入江運動公園陸上競技場,L,A,△ 1 - 1,1,1,10146,2000-07-16,2000,7,16,日,D,False
535,351,,2000.07.22,2000Jリーグ ディビジョン2 第24節,ヴァンフォーレ甲府,浦和市駒場スタジアム,L,H,○ 3 - 0,3,0,16307,2000-07-22,2000,7,22,土,W,False
536,352,,2000.07.29,2000Jリーグ ディビジョン2 第25節,コンサドーレ札幌,札幌厚別公園競技場,L,A,● 1 - 2,1,2,19825,2000-07-29,2000,7,29,土,L,False
537,353,,2000.08.02,2000Jリーグ ディビジョン2 第26節,アルビレックス新潟,浦和市駒場スタジアム,L,H,○ 3 - 1,3,1,13408,2000-08-02,2000,8,2,水,W,False
538,354,,2000.08.05,2000Jリーグ ディビジョン2 第27節,ベガルタ仙台,仙台スタジアム,L,A,△ 1 - 1,1,1,17933,2000-08-05,2000,8,5,土,D,False
539,355,,2000.08.19,2000Jリーグ ディビジョン2 第29節,大分トリニータ,浦和市駒場スタジアム,L,H,○ 4 - 1,4,1,18157,2000-08-19,2000,8,19,土,W,False
540,356,,2000.08.27,2000Jリーグ ディビジョン2 第30節,モンテディオ山形,山形県総合運動公園陸上競技場,L,A,○ 2 - 1,2,1,8176,2000-08-27,2000,8,27,日,W,False
541,357,,2000.09.02,2000Jリーグ ディビジョン2 第31節,水戸ホーリーホック,浦和市駒場スタジアム,L,H,○ 3 - 2,3,2,14114,2000-09-02,2000,9,2,土,W,False
542,358,,2000.09.09,2000Jリーグ ディビジョン2 第32節,湘南ベルマーレ,平塚競技場,L,A,○ 2 - 0,2,0,10107,2000-09-09,2000,9,9,土,W,False
543,359,,2000.09.16,2000Jリーグ ディビジョン2 第33節,大宮アルディージャ,浦和市駒場スタジアム,L,H,● 0 - 1,0,1,16405,2000-09-16,2000,9,16,土,L,False
544,360,,2000.09.24,2000Jリーグ ディビジョン2 第34節,ヴァンフォーレ甲府,山梨県小瀬スポーツ公園陸上競技場,L,A,○ 1 - 0,1,0,4891,2000-09-24,2000,9,24,日,W,False
545,361,,2000.09.28,2000Jリーグ ディビジョン2 第35節,コンサドーレ札幌,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,16068,2000-09-28,2000,9,28,木,L,False
546,362,,2000.10.01,2000Jリーグ ディビジョン2 第36節,アルビレックス新潟,新潟市陸上競技場,L,A,● 2 - 4,2,4,8411,2000-10-01,2000,10,1,日,L,False
547,363,,2000.10.07,2000Jリーグ ディビジョン2 第37節,ベガルタ仙台,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,15410,2000-10-07,2000,10,7,土,W,False
548,364,,2000.10.22,2000Jリーグ ディビジョン2 第39節,大分トリニータ,大分市営陸上競技場,L,A,○ 2 - 0,2,0,14639,2000-10-22,2000,10,22,日,W,False
549,365,,2000.10.29,2000Jリーグ ディビジョン2 第40節,モンテディオ山形,浦和市駒場スタジアム,L,H,● 1 - 2,1,2,14596,2000-10-29,2000,10,29,日,L,False
550,366,,2000.11.05,2000Jリーグ ディビジョン2 第41節,水戸ホーリーホック,日立市民運動公園陸上競技場,L,A,○ 1 - 0,1,0,5373,2000-11-05,2000,11,5,日,W,False
551,367,,2000.11.12,2000Jリーグ ディビジョン2 第42節,湘南ベルマーレ,浦和市駒場スタジアム,L,H,○ 1 - 0,1,0,18071,2000-11-12,2000,11,12,日,W,False
552,368,,2000.11.16,2000Jリーグ ディビジョン2 第43節,大宮アルディージャ,埼玉県営大宮公園サッカー場,L,A,○ 1 - 0,1,0,9499,2000-11-16,2000,11,16,木,W,False
553,369,,2000.11.19,2000Jリーグ ディビジョン2 第44節,サガン鳥栖,浦和市駒場スタジアム,L,H,○ 2 - 1,2,1,20207,2000-11-19,2000,11,19,日,W,False
554,370,,2000.11.25,第80回天皇杯全日本サッカー選手権大会 1回戦,埼玉SC,埼玉県営大宮公園サッカー場,E,N,○ 2 - 0,2,0,5050,2000-11-25,2000,11,25,土,W,False
555,371,,2000.12.03,第80回天皇杯全日本サッカー選手権大会 2回戦,ホンダロック,浦和市駒場スタジアム,E,N,○ 9 - 0,9,0,6287,2000-12-03,2000,12,3,日,W,False
556,372,,2000.12.10,第80回天皇杯全日本サッカー選手権大会 3回戦,川崎フロンターレ,等々力陸上競技場,E,N,○ 2 - 0,2,0,8305,2000-12-10,2000,12,10,日,W,False
557,373,,2000.12.17,第80回天皇杯全日本サッカー選手権大会 4回戦,セレッソ大阪,浦和市駒場スタジアム,E,N,● 1 - 4,1,4,12443,2000-12-17,2000,12,17,日,L,False
558,,,2001.02.25,インターナショナルフレンドリーマッチ,ロサンゼルス・ギャラクシー(アメリカ),浦和市駒場スタジアム,I,H,○ 2 - 1,2,1,9518,2001-02-25,2001,2,25,日,W,False
559,374,259,2001.03.10,2001Jリーグ ディビジョン1 1stステージ 第1節,名古屋グランパスエイト,名古屋市瑞穂球技場,L,A,● 0 - 2,0,2,12274,2001-03-10,2001,3,10,土,L,False
560,375,260,2001.03.17,2001Jリーグ ディビジョン1 1stステージ 第2節,セレッソ大阪,浦和市駒場スタジアム,L,H,△ 2 - 2,2,2,19183,2001-03-17,2001,3,17,土,D,False
561,376,261,2001.03.31,2001Jリーグ ディビジョン1 1stステージ 第3節,アビスパ福岡,浦和市駒場スタジアム,L,H,○ 2 - 0,2,0,17631,2001-03-31,2001,3,31,土,W,False
562,,,2001.04.01,2001Jサテライトリーグ 第4日,鹿島アントラーズ,鹿島アントラーズクラブハウスグラウンド,S,A,● 1 - 2,1,2,861,2001-04-01,2001,4,1,日,L,False
563,377,,2001.04.04,2001Jリーグヤマザキナビスコカップ 1回戦 第1戦,モンテディオ山形,山形県総合運動公園陸上競技場,LC,A,● 0 - 2,0,2,3771,2001-04-04,2001,4,4,水,L,False
564,378,262,2001.04.07,2001Jリーグ ディビジョン1 1stステージ 第4節,横浜F・マリノス,横浜国際総合競技場,L,A,○ 1 - 0,1,0,30759,2001-04-07,2001,4,7,土,W,False
565,,,2001.04.08,2001Jサテライトリーグ 第5日,ジェフユナイテッド市原,東松山陸上競技場,S,H,○ 3 - 0,3,0,970,2001-04-08,2001,4,8,日,W,False
566,379,263,2001.04.14,2001Jリーグ ディビジョン1 1stステージ 第5節,FC東京,浦和市駒場スタジアム,L,H,● 1 - 3,1,3,19967,2001-04-14,2001,4,14,土,L,False
567,380,,2001.04.18,2001Jリーグヤマザキナビスコカップ 1回戦 第2戦,モンテディオ山形,浦和市駒場スタジアム,LC,H,○ 3 - 0,3,0,9919,2001-04-18,2001,4,18,水,W,False
568,,,2001.04.22,2001Jサテライトリーグ 第7日,柏レイソル,鴻巣市立陸上競技場,S,H,○ 1 - 0,1,0,1731,2001-04-22,2001,4,22,日,W,False
569,381,264,2001.04.29,2001Jリーグ ディビジョン1 1stステージ 第6節,鹿島アントラーズ,国立競技場,L,A,● 1 - 2,1,2,43637,2001-04-29,2001,4,29,日,L,False
570,382,265,2001.05.03,2001Jリーグ ディビジョン1 1stステージ 第7節,ジュビロ磐田,国立競技場,L,H,● 0 - 2,0,2,53125,2001-05-03,2001,5,3,木,L,False
571,383,266,2001.05.06,2001Jリーグ ディビジョン1 1stステージ 第8節,東京ヴェルディ1969,さいたま市浦和駒場スタジアム,L,H,○ 4 - 2,4,2,18759,2001-05-06,2001,5,6,日,W,False
572,384,267,2001.05.12,2001Jリーグ ディビジョン1 1stステージ 第9節,ヴィッセル神戸,神戸総合運動公園ユニバー記念競技場,L,A,○ 2 - 1,2,1,16392,2001-05-12,2001,5,12,土,W,False
573,385,268,2001.05.19,2001Jリーグ ディビジョン1 1stステージ 第10節,ガンバ大阪,さいたま市浦和駒場スタジアム,L,H,● 1 - 2,1,2,19186,2001-05-19,2001,5,19,土,L,False
574,,,2001.05.20,2001Jサテライトリーグ 第10日,FC東京,さいたま市浦和駒場スタジアム,S,H,○ 2 - 1,2,1,2574,2001-05-20,2001,5,20,日,W,False
575,386,,2001.06.13,2001Jリーグヤマザキナビスコカップ 2回戦 第1戦,ガンバ大阪,万博記念競技場,LC,A,○ 3 - 1,3,1,4147,2001-06-13,2001,6,13,水,W,False
576,387,269,2001.06.16,2001Jリーグ ディビジョン1 1stステージ 第11節,清水エスパルス,日本平スタジアム,L,A,● 0 - 1,0,1,17817,2001-06-16,2001,6,16,土,L,False
577,388,,2001.06.20,2001Jリーグヤマザキナビスコカップ 2回戦 第2戦,ガンバ大阪,さいたま市浦和駒場スタジアム,LC,H,○ 3 - 2,3,2,9285,2001-06-20,2001,6,20,水,W,False
578,389,270,2001.06.23,2001Jリーグ ディビジョン1 1stステージ 第12節,コンサドーレ札幌,さいたま市浦和駒場スタジアム,L,H,○ 2 - 0,2,0,19277,2001-06-23,2001,6,23,土,W,False
579,,,2001.07.01,2001Jサテライトリーグ 第13日,東京ヴェルディ1969,鴻巣市立陸上競技場,S,H,● 0 - 2,0,2,1257,2001-07-01,2001,7,1,日,L,False
580,390,271,2001.07.07,2001Jリーグ ディビジョン1 1stステージ 第13節,柏レイソル,国立競技場,L,A,● 2 - 3,2,3,32215,2001-07-07,2001,7,7,土,L,False
581,,,2001.07.08,2001Jサテライトリーグ 第14日,ジェフユナイテッド市原,市原臨海競技場,S,A,● 1 - 3,1,3,442,2001-07-08,2001,7,8,日,L,False
582,391,272,2001.07.14,2001Jリーグ ディビジョン1 1stステージ 第14節,ジェフユナイテッド市原,さいたま市浦和駒場スタジアム,L,H,○ 3 - 1,3,1,19978,2001-07-14,2001,7,14,土,W,False
583,392,273,2001.07.21,2001Jリーグ ディビジョン1 1stステージ 第15節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 3 - 1,3,1,18630,2001-07-21,2001,7,21,土,W,False
584,,,2001.07.22,2001Jサテライトリーグ 第16日,柏レイソル,日立柏サッカー場,S,A,○ 1 - 0,1,0,2153,2001-07-22,2001,7,22,日,W,False
585,393,,2001.08.08,2001Jリーグヤマザキナビスコカップ 準々決勝 第1戦,鹿島アントラーズ,さいたま市浦和駒場スタジアム,LC,H,○ 1 - 0,1,0,12062,2001-08-08,2001,8,8,水,W,False
586,394,274,2001.08.11,2001Jリーグ ディビジョン1 2ndステージ 第1節,ヴィッセル神戸,さいたま市浦和駒場スタジアム,L,H,● 1 - 3,1,3,17371,2001-08-11,2001,8,11,土,L,False
587,395,275,2001.08.18,2001Jリーグ ディビジョン1 2ndステージ 第2節,東京ヴェルディ1969,東京スタジアム,L,A,● 1 - 2,1,2,20345,2001-08-18,2001,8,18,土,L,False
延期,延期,,2001.08.22,2001Jリーグヤマザキナビスコカップ 準々決勝 第2戦,鹿島アントラーズ,茨城県立カシマサッカースタジアム,LC,A,延期,-1,-1,0,2001-08-22,2001,8,22,水,D,True
588,396,276,2001.08.25,2001Jリーグ ディビジョン1 2ndステージ 第3節,サンフレッチェ広島,さいたま市浦和駒場スタジアム,L,H,○ 2 - 1,2,1,17418,2001-08-25,2001,8,25,土,W,False
589,397,,2001.08.29,2001Jリーグヤマザキナビスコカップ 準々決勝 第2戦,鹿島アントラーズ,茨城県立カシマサッカースタジアム,LC,A,● 0 - 2,0,2,11472,2001-08-29,2001,8,29,水,L,False
590,398,277,2001.09.08,2001Jリーグ ディビジョン1 2ndステージ 第4節,ジェフユナイテッド市原,国立競技場,L,A,● 1 - 2,1,2,15758,2001-09-08,2001,9,8,土,L,False
591,,,2001.09.09,2001Jサテライトリーグ 第20日,東京ヴェルディ1969,ヴェルディグラウンド,S,A,○ 4 - 0,4,0,138,2001-09-09,2001,9,9,日,W,False
592,399,278,2001.09.15,2001Jリーグ ディビジョン1 2ndステージ 第5節,ジュビロ磐田,ジュビロ磐田スタジアム,L,A,● 1 - 2,1,2,15043,2001-09-15,2001,9,15,土,L,False
593,,,2001.09.19,2001Jサテライトリーグ 第22日,FC東京,西が丘サッカー場,S,A,● 2 - 3,2,3,1328,2001-09-19,2001,9,19,水,L,False
594,400,279,2001.09.22,2001Jリーグ ディビジョン1 2ndステージ 第6節,鹿島アントラーズ,国立競技場,L,H,● 1 - 2,1,2,37971,2001-09-22,2001,9,22,土,L,False
595,401,280,2001.09.29,2001Jリーグ ディビジョン1 2ndステージ 第7節,FC東京,東京スタジアム,L,A,● 2 - 3,2,3,27103,2001-09-29,2001,9,29,土,L,False
596,402,281,2001.10.13,2001Jリーグ ディビジョン1 2ndステージ 第8節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 0 - 2,0,2,60553,2001-10-13,2001,10,13,土,L,False
597,403,282,2001.10.17,2001Jリーグ ディビジョン1 2ndステージ 第9節,アビスパ福岡,東平尾公園博多の森球技場,L,A,△ 1 - 1,1,1,8294,2001-10-17,2001,10,17,水,D,False
598,404,283,2001.10.20,2001Jリーグ ディビジョン1 2ndステージ 第10節,ガンバ大阪,万博記念競技場,L,A,△ 1 - 1,1,1,10129,2001-10-20,2001,10,20,土,D,False
599,,,2001.10.21,2001Jサテライトリーグ 第23日,鹿島アントラーズ,川越運動公園陸上競技場,S,H,△ 0 - 0,0,0,1601,2001-10-21,2001,10,21,日,D,False
600,405,284,2001.10.31,2001Jリーグ ディビジョン1 2ndステージ 第11節,清水エスパルス,さいたま市浦和駒場スタジアム,L,H,○ 2 - 1,2,1,16808,2001-10-31,2001,10,31,水,W,False
601,406,285,2001.11.03,2001Jリーグ ディビジョン1 2ndステージ 第12節,コンサドーレ札幌,札幌ドーム,L,A,△ 1 - 1,1,1,38639,2001-11-03,2001,11,3,土,D,False
602,407,286,2001.11.10,2001Jリーグ ディビジョン1 2ndステージ 第13節,柏レイソル,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,43686,2001-11-10,2001,11,10,土,W,False
603,408,287,2001.11.17,2001Jリーグ ディビジョン1 2ndステージ 第14節,セレッソ大阪,大阪長居スタジアム,L,A,● 1 - 2,1,2,10071,2001-11-17,2001,11,17,土,L,False
604,409,288,2001.11.24,2001Jリーグ ディビジョン1 2ndステージ 第15節,名古屋グランパスエイト,さいたま市浦和駒場スタジアム,L,H,○ 2 - 0,2,0,19886,2001-11-24,2001,11,24,土,W,False
605,410,,2001.12.09,第81回天皇杯全日本サッカー選手権大会 3回戦,ヴァンフォーレ甲府,埼玉県営大宮公園サッカー場,E,N,○ 2 - 0,2,0,7732,2001-12-09,2001,12,9,日,W,False
606,411,,2001.12.16,第81回天皇杯全日本サッカー選手権大会 4回戦,ヴィッセル神戸,京都市西京極総合運動公園陸上競技場兼球技場,E,N,○ 4 - 1,4,1,3065,2001-12-16,2001,12,16,日,W,False
607,412,,2001.12.24,第81回天皇杯全日本サッカー選手権大会 準々決勝,ジェフユナイテッド市原,仙台スタジアム,E,N,○ 2 - 1,2,1,14073,2001-12-24,2001,12,24,月,W,False
608,413,,2001.12.29,第81回天皇杯全日本サッカー選手権大会 準決勝,セレッソ大阪,埼玉スタジアム2002,E,N,● 0 - 1,0,1,36486,2001-12-29,2001,12,29,土,L,False
609,414,289,2002.03.03,2002Jリーグ ディビジョン1 1stステージ 第1節,横浜F・マリノス,横浜国際総合競技場,L,A,● 0 - 1,0,1,36060,2002-03-03,2002,3,3,日,L,False
610,415,290,2002.03.09,2002Jリーグ ディビジョン1 1stステージ 第2節,FC東京,埼玉スタジアム2002,L,H,● 0 - 1,0,1,33018,2002-03-09,2002,3,9,土,L,False
611,,,2002.03.10,2002Jサテライトリーグ 第1日,鹿島アントラーズ,ひたちなか市総合運動公園陸上競技場,S,A,△ 1 - 1,1,1,625,2002-03-10,2002,3,10,日,D,False
612,416,291,2002.03.16,2002Jリーグ ディビジョン1 1stステージ 第3節,清水エスパルス,日本平スタジアム,L,A,● 1 - 2,1,2,14380,2002-03-16,2002,3,16,土,L,False
613,,,2002.03.17,2002Jサテライトリーグ 第2日,柏レイソル,柏の葉公園総合競技場,S,A,○ 2 - 0,2,0,520,2002-03-17,2002,3,17,日,W,False
614,,,2002.03.21,2002Jサテライトリーグ 第3日,ジェフユナイテッド市原,市原臨海競技場,S,A,● 0 - 1,0,1,392,2002-03-21,2002,3,21,木,L,False
615,,,2002.03.24,2002Jサテライトリーグ 第4日,ベガルタ仙台,岩沼市陸上競技場,S,A,● 0 - 2,0,2,3000,2002-03-24,2002,3,24,日,L,False
616,417,292,2002.03.31,2002Jリーグ ディビジョン1 1stステージ 第4節,ガンバ大阪,万博記念競技場,L,A,△ 2 - 2,2,2,7838,2002-03-31,2002,3,31,日,D,False
617,418,293,2002.04.07,2002Jリーグ ディビジョン1 1stステージ 第5節,サンフレッチェ広島,さいたま市浦和駒場スタジアム,L,H,○ 4 - 1,4,1,19058,2002-04-07,2002,4,7,日,W,False
618,419,294,2002.04.14,2002Jリーグ ディビジョン1 1stステージ 第6節,ベガルタ仙台,宮城スタジアム,L,A,○ 2 - 1,2,1,38159,2002-04-14,2002,4,14,日,W,False
619,420,295,2002.04.20,2002Jリーグ ディビジョン1 1stステージ 第7節,東京ヴェルディ1969,東京スタジアム,L,A,● 1 - 2,1,2,21050,2002-04-20,2002,4,20,土,L,False
620,421,,2002.04.27,2002Jリーグヤマザキナビスコカップ 予選リーグ 第1節,名古屋グランパスエイト,名古屋市瑞穂陸上競技場,LC,A,○ 2 - 0,2,0,8427,2002-04-27,2002,4,27,土,W,False
621,422,,2002.04.30,2002Jリーグヤマザキナビスコカップ 予選リーグ 第2節,鹿島アントラーズ,さいたま市浦和駒場スタジアム,LC,H,○ 3 - 2,3,2,12509,2002-04-30,2002,4,30,火,W,False
